replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Log Pis Mean,trainer/Log Pis Std,trainer/Log Pis Max,trainer/Log Pis Min,trainer/Policy mu Mean,trainer/Policy mu Std,trainer/Policy mu Max,trainer/Policy mu Min,trainer/Policy log std Mean,trainer/Policy log std Std,trainer/Policy log std Max,trainer/Policy log std Min,trainer/Alpha,trainer/Alpha Loss,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
1200,2550.3374,2566.5486,-42.853226,24.28442,20.896244,209.83867,7.136196,24.911453,20.803497,205.96501,6.744433,28.671698,63.83223,999.8391,4.535169,4.8119364,5.953873,25.309158,-7.9518914,0.77958333,1.0732205,2.4670687,-4.096485,-0.3927597,0.18746942,0.036572568,-0.69898385,0.8147122859954834,-1.062531590461731,1200,22,50.0,20.0,70,30,-1.2817565053984288,0.06572293548163691,-1.1392592625826075,-1.5456743399376214,-64.08782526992141,26.5594531553081,-37.528372114613305,-90.6472784252295,0.4679177,0.6774361,0.99903744,-0.9969103,2,-64.08782526992141,4466,32,200.0,0.0,200,200,-1.2647890782895925,0.038401720070617595,-1.0667491553499961,-1.2841139638071186,-252.9578156579185,0.0943089018623482,-252.86350675605615,-253.05212455978085,0.5664122,0.60130507,0.9801796,-0.9484933,2,-252.9578156579185,0.0006891420002830273,92.18724311599999,29.172223956999915,0.0023545039998680295,0.008176213999831816,2.0865562479998516,123.45724318099974,1317.2105285959997,10
1300,440.27032,432.18286,-61.57604,38.453613,32.1013,192.27023,4.97436,38.547367,32.217773,188.52933,4.685415,38.343876,31.972338,140.50801,4.7742057,7.3209634,6.768625,24.437082,-7.771804,0.70357305,1.2759262,2.6441185,-4.259844,-0.4435719,0.18109654,0.020054195,-0.7716811,0.8075377941131592,-0.5724673271179199,1300,24,50.0,36.0,86,14,-1.177292216916575,0.0760543621087029,-1.0986027987994464,-1.638873418031848,-58.864610845828736,42.734923793958686,-16.129687051870057,-101.59953463978742,0.15037526,0.77971715,0.99906117,-0.99904704,2,-58.864610845828736,4891,36,106.25,94.04354044802865,200,2,1.2218689880300306,48.51094624550213,999.8754765866021,-1.571172733006237,129.8235799781907,518.6549544963249,1009.7446194374436,-269.0780313796416,0.16560091,0.78726244,0.9913182,-0.9984754,4,129.8235799781907,0.0006452489997172961,107.99272219600016,28.472519675000058,0.0022794480000811745,0.007213630999558518,1.7735185020001154,138.2488987009997,1455.4633125499986,11
1400,2293.0095,2302.5366,-62.20406,47.717064,34.78732,258.5576,7.6695795,47.804935,34.66936,255.9867,6.1980267,48.41021,65.64379,999.8391,-1.5456743,6.589561,7.0915585,20.529766,-7.9950786,0.7821465,1.1713929,2.5282042,-3.490861,-0.43326086,0.17525055,-0.004514251,-0.78307396,0.8000815510749817,-0.760190486907959,1400,25,100.0,0.0,100,100,-1.1236845076546196,1.569690757455564,9.861505229799858,-1.4603287481562177,-112.36845076546194,0.0,-112.36845076546194,-112.36845076546194,0.49550855,0.7296839,0.99861497,-0.99771106,1,-112.36845076546194,5312,39,140.33333333333334,84.38140922159468,200,21,-1.3566279685178864,0.7767706927280928,9.856751379768879,-1.7191392831883432,-190.38012491534346,114.96435954660775,-28.02902417106088,-279.0919883305057,0.51901335,0.7221219,0.98710614,-0.98066163,3,-190.38012491534346,0.0006655799998043221,67.82370350500014,19.09475031000011,0.0017971080001188966,0.005933412000103999,1.5540005240000028,88.48085043900028,1543.9469477969988,12
1500,140.44162,126.43193,-69.60965,53.50747,35.729347,171.21214,6.545233,53.67334,35.727077,170.69281,6.5689516,53.887238,35.87003,186.74634,-1.5456743,5.423316,7.687966,50.70268,-10.058718,0.5001176,1.28803,2.6606052,-5.148553,-0.41886082,0.16164307,-0.026269857,-0.79716015,0.7875973582267761,-1.0921343564987183,1500,27,50.0,15.0,65,35,-1.266766885707208,0.08138796810378163,-1.12047812678416,-1.581090054416254,-63.33834428536041,21.004809213198754,-42.33353507216165,-84.34315349855916,0.27477312,0.7057523,0.99818826,-0.9924706,2,-63.33834428536041,5812,50,45.45454545454545,73.41583138207086,200,1,8.7697528980192,99.61701732797249,999.9188710384793,-1.9288411742188032,398.6251317281454,557.8318620472393,1006.5358927945242,-277.09121137478127,0.37093946,0.61711943,0.97720176,-0.924163,11,398.6251317281454,0.0007826480000403535,162.84957809900015,23.62447189700015,0.0037472129997695447,0.013294188000145368,2.312929644000178,188.80480368900044,1732.755160321999,13
1600,1790.286,1813.7695,-76.30774,59.153374,41.605537,371.90085,8.259319,59.25835,41.28123,365.95355,6.7246227,60.725883,68.81258,999.8391,-1.803839,7.546447,10.889452,72.51279,-8.626936,0.7207705,1.3501451,2.556841,-7.2579913,-0.45012912,0.16077447,0.04547777,-1.0517764,0.7772768139839172,-0.6179133653640747,1600,31,25.0,12.62933094031509,46,13,-1.2759925437651018,0.1084482625027115,-1.1070820669373227,-1.648744881981555,-31.899813594127544,15.541915417841485,-16.141033509588798,-57.397022467649144,0.49922046,0.6251095,0.9980341,-0.9968604,4,-31.899813594127544,6288,55,95.2,85.639710415204,200,19,-1.2152841276788553,0.7195340672604476,9.823415472364632,-1.6031734207429313,-115.69504895502703,101.75296252924437,-24.106186385853338,-244.1784314193951,0.512616,0.53995883,0.9752684,-0.9034665,5,-115.69504895502703,0.0006314580000434944,119.06994218399996,45.30966772000011,0.0024121040000864014,0.007596937000016624,2.060054433000005,166.4503048360002,1899.2082682899995,14
1700,225.24045,209.30598,-90.986115,71.51725,43.126976,186.6355,9.660463,71.461006,43.14275,185.0977,3.81577,72.40394,45.677887,230.64363,-1.5595359,8.030424,8.496676,62.431595,-8.410068,0.8312481,1.2674733,2.6276512,-6.9205174,-0.47178635,0.14901964,-0.026285961,-0.7933931,0.7687550187110901,-0.5177891850471497,1700,32,100.0,0.0,100,100,-0.9489853435389137,1.8981269982300661,9.86582018362369,-1.3418815053405402,-94.89853435389139,0.0,-94.89853435389139,-94.89853435389139,0.57719594,0.5633099,0.9977583,-0.99359626,1,-94.89853435389139,6691,58,134.33333333333334,92.86669059583323,200,3,1.2258438805543677,49.80825356780137,999.8780757697931,-1.2767631879980084,164.67169462113674,588.9780583748517,997.6100900953408,-253.5156064769434,0.6793782,0.51028293,0.9667848,-0.8324309,3,164.67169462113674,0.0014635630000157107,116.45344609999984,25.83765700799995,0.002489613000307145,0.008400526000059472,2.2840754429998924,144.58753225300006,2043.798562331,15
1800,323.82108,300.5206,-103.34645,83.17269,51.2476,322.39774,13.581403,82.86354,50.562603,321.01788,15.025127,83.13336,51.99648,283.7104,-1.648745,7.508617,7.4931846,69.075874,-7.264655,0.96098566,1.1384639,2.7234178,-6.534935,-0.4682029,0.1517662,-0.059026383,-0.86069,0.7615108489990234,-0.6785366535186768,1800,34,50.0,31.0,81,19,-1.3775695199669908,0.06341698859902356,-1.2281973964300112,-1.6064620879407108,-68.87847599834957,43.30573796440899,-25.572738033940578,-112.18421396275856,0.6498982,0.51820576,0.99870217,-0.99486357,2,-68.87847599834957,7124,62,108.25,91.76702839255502,200,14,-1.3151280419201747,0.5366162606971511,9.792632217367606,-1.8925621359889084,-142.36261053785898,125.6569077088572,-8.348010261630634,-268.5644582320175,0.7569183,0.37585878,0.977721,-0.6353835,4,-142.36261053785898,0.0006253799997466558,103.52750878799998,22.125351669000338,0.0023071639998306637,0.007239352999931725,1.892767547999938,127.55579990199976,2171.357565704999,16
1900,493.36163,479.6898,-112.17029,89.22141,57.75404,302.41208,11.939022,89.09689,57.374058,294.9934,8.174071,90.491585,61.494785,388.22794,-1.803839,7.1056557,9.194638,85.52443,-5.85188,0.76459044,1.3020822,3.4056435,-8.090875,-0.4500826,0.14364721,-0.078140326,-1.0509115,0.7544636130332947,-0.8151801824569702,1900,37,33.333333333333336,17.326921891156037,57,16,-1.370268726044925,0.07447910830502655,-1.176581153476892,-1.6228020883994525,-45.675624201497506,22.79396851534824,-22.434336215142288,-76.64127790181938,0.6211174,0.50736946,0.9980793,-0.99585193,3,-45.675624201497506,7618,67,98.8,82.90090469952665,200,20,-1.396577996380432,0.08246232866424334,-1.2053968387878111,-2.0729242635645253,-137.98190604238664,115.20174181544711,-27.411869552467767,-281.1101273760479,0.6744826,0.37364388,0.9893613,-0.96399117,5,-137.98190604238664,0.0011282770001344034,98.58301495700016,35.20201428400014,0.004429545000220969,0.006913380999776564,2.9239926380000725,136.7214930820005,2308.081993202,17
2000,915.38873,809.4012,-122.09435,92.23062,59.02569,374.05807,19.686209,91.7086,57.643597,324.35318,19.526768,94.19469,60.017452,361.99634,-1.648745,7.7240205,8.702845,98.33659,-7.8543286,0.41864175,1.4922429,4.791052,-8.355614,-0.4278379,0.16235697,-0.05105924,-1.2801555,0.7458547949790955,-0.6671317219734192,2000,39,50.0,21.0,71,29,-1.0939929851193615,1.9031274703271506,9.746274997392636,-1.7602028873695232,-54.699649255968076,46.12249653896563,-8.577152717002452,-100.8221457949337,0.3726627,0.69914085,0.99956197,-0.99982536,2,-54.699649255968076,8096,71,119.5,81.19575112036344,200,24,-1.3237666233891678,1.0213490769912241,9.839818497110679,-1.7370800258140762,-158.19011149500554,112.90759268383471,-20.17309659886566,-272.1021873886639,0.11016155,0.8292709,0.9996614,-1.0,4,-158.19011149500554,0.000691342999743938,105.34364375099995,28.21026757799973,0.004378739999992831,0.024324743999841303,3.105623653999828,136.68892980999908,2444.773989294999,18
2100,2230.325,2266.8904,-151.80501,113.57817,89.75913,566.5206,25.024847,113.42447,88.615074,567.1807,26.268337,117.56297,108.040085,999.7201,-1.7928176,9.529772,4.3340364,25.842373,-3.9593587,0.20746258,1.5659517,4.081879,-4.8218646,-0.50368065,0.1216577,-0.18101767,-0.93576443,0.7407399415969849,-0.14110325276851654,2100,42,33.333333333333336,16.539514973407037,56,17,19.03050921398867,140.11158991468358,999.7261761160731,-1.4734652470814753,634.3503071329557,456.1072078508585,966.7111979386922,-10.581489471527897,0.33643463,0.7295774,0.99964076,-0.99983495,3,634.3503071329557,8592,75,124.0,77.30459236035075,200,28,-1.232730768456044,1.215338788207325,9.783827976040891,-1.9578656639661807,-152.85861528854946,106.62891499381618,-37.40771351806339,-275.7481337319106,0.478643,0.6434966,0.9986939,-0.99630773,4,-152.85861528854946,0.0006678759996248118,107.54178946100001,33.7464744429999,0.005394817999786028,0.00719895300017015,1.9648971760002496,143.26642272699974,2588.0458018629993,19
2200,288.20612,298.49182,-180.06464,140.9406,120.285576,828.9347,34.08443,140.22984,115.58346,796.9098,35.18423,141.43645,120.792465,896.49695,-1.5810901,10.415636,4.5189652,24.856575,-3.0492518,0.12740977,1.6170424,3.2383764,-3.5541174,-0.49966097,0.118447356,-0.1433243,-0.7817978,0.7398312091827393,0.12524911761283875,2200,44,50.0,18.0,68,32,9.130060008470252,99.56521345564701,999.5072397927806,-1.5144720340097506,456.5030004235126,552.9804686367777,1009.4834690602903,-96.47746821326513,0.47889692,0.7227108,0.99986726,-0.99992,2,456.5030004235126,9063,82,67.28571428571429,84.1592271245648,200,7,9.126291891589625,79.48437454563457,999.7261071650258,-1.623523921359891,614.0690687055306,675.6865929336324,1676.8009525414461,-286.5400132113927,0.5098685,0.7479405,0.9980388,-0.9999009,7,614.0690687055306,0.0006410649998542794,116.77487002399994,26.35824403400011,0.002467369999976654,0.007325738999952591,1.904545761999998,145.04809399399983,2733.0968224229987,20
2300,348.80624,325.33664,-214.1423,181.01581,180.40494,996.7089,44.523167,181.3428,179.80626,988.58105,47.868008,183.45596,181.42885,1065.1359,-1.5456743,10.628689,4.065523,19.124832,-1.2239827,0.098788075,1.6157622,2.5677633,-3.5719545,-0.50190574,0.14594133,0.1001274,-0.785261,0.7405222058296204,0.1888621598482132,2300,45,100.0,0.0,100,100,-1.5600126112279638,0.10933083089225408,-1.2069979929787118,-1.69452708775065,-156.00126112279645,0.0,-156.00126112279645,-156.00126112279645,0.48859134,0.68157923,0.99965775,-0.9992671,1,-156.00126112279645,9502,85,146.33333333333334,75.8961278473561,200,39,-1.5528383350991881,0.09831644146406635,-1.1963721147533448,-1.7852941696364573,-227.2320097028479,120.88426945165438,-56.309744712325696,-315.6417688568349,0.48396942,0.6858662,0.99389094,-0.98763597,3,-227.2320097028479,0.0006065180000405235,77.06947304699997,17.162005516000136,0.0022752270001547004,0.007268487000146706,2.064846416999899,96.30647521200035,2829.406255149999,21
2400,275.35187,286.71793,-255.2069,224.54419,206.19658,1022.5547,58.73796,224.81418,206.14357,1020.44147,60.413986,225.22865,205.09961,1056.7914,-1.5404967,9.673809,4.311041,19.480719,-4.9114666,0.13978133,1.570592,2.3520155,-2.2620382,-0.48796383,0.13943857,0.022375088,-0.78957605,0.7405252456665039,-0.09798511117696762,2400,47,50.0,13.0,63,37,-1.4973192740720018,0.1440167837452487,-1.220765564652667,-1.7466239574481972,-74.86596370360004,23.324677150269927,-51.541286553330124,-98.19064085386998,0.43914267,0.70745707,0.99870837,-0.9999906,2,-74.86596370360004,9902,87,200.0,0.0,200,200,-1.5783411053712262,0.09704972058041979,-1.2005785371363198,-1.6301122340131138,-315.66822107424525,2.5892101624199313,-313.0790109118253,-318.2574312366652,0.6349456,0.56351155,0.9846112,-0.9979564,2,-315.66822107424525,0.0006542910000462143,69.40192276900007,24.815375165000205,0.0019720199998118915,0.006015019000187749,1.6933506989998932,95.91928996300021,2925.328486975999,22
2500,2082.3425,2139.6282,-318.2312,291.83356,254.1832,1057.8998,61.571545,292.1503,253.88452,1054.3927,64.62185,287.8179,257.82687,1067.7178,-1.7602029,9.483376,4.794546,22.596096,-3.463264,0.24910931,1.5670121,2.5377045,-3.1527767,-0.50626093,0.14108375,0.05463979,-0.8497941,0.7397236227989197,-0.15574224293231964,2500,48,100.0,0.0,100,100,-1.615132346256937,0.13556635854119636,-1.2062550303493478,-1.732858928418155,-161.5132346256937,0.0,-161.5132346256937,-161.5132346256937,0.4513049,0.65010166,0.9967214,-0.99666053,1,-161.5132346256937,10302,89,200.0,0.0,200,200,-1.6420630148715327,0.10184158283124674,-1.2325533371812218,-1.7246347379178388,-328.41260297430654,9.7487326490876,-318.66387032521897,-338.16133562339417,0.5149831,0.59770125,0.9835165,-0.97714347,2,-328.41260297430654,0.0008667900001455564,68.59714254599976,16.747481752000112,0.0017204760001732211,0.0058899750001728535,1.6878613330000007,87.04096287200036,3012.3719159279995,23
