replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Log Pis Mean,trainer/Log Pis Std,trainer/Log Pis Max,trainer/Log Pis Min,trainer/Policy mu Mean,trainer/Policy mu Std,trainer/Policy mu Max,trainer/Policy mu Min,trainer/Policy log std Mean,trainer/Policy log std Std,trainer/Policy log std Max,trainer/Policy log std Min,trainer/Alpha,trainer/Alpha Loss,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
2275,506.15738,515.188,-68.08966,43.30458,48.507576,312.18842,7.292286,42.773922,47.68725,313.62988,1.3449669,42.26041,39.60757,231.40364,-1.6340305,7.3877716,8.250961,26.158745,-10.182736,0.38906044,1.4540029,2.582413,-2.7095182,-0.43901306,0.18518777,-0.044479646,-0.77248335,0.8017983436584473,-0.5769131183624268,2275,29,200.0,0.0,200,200,-1.5286985608490866,0.06305694252500688,-1.16816916972686,-1.6095130162992815,-305.73971216981755,0.0,-305.73971216981755,-305.73971216981755,0.23179664,0.7960228,0.99949634,-0.99840283,1,-305.73971216981755,2047,13,200.0,0.0,200,200,-1.4970903950616972,0.043907676274006664,-1.261625574867125,-1.5079568152703788,-299.4180790123392,0.0,-299.4180790123392,-299.4180790123392,0.26899195,0.79285306,0.9881053,-0.9844468,1,-299.4180790123392,0.0011725329677574337,39.22517391003203,26.797722153016366,0.0015337690128944814,0.005854042014107108,1.4725937210023403,67.50405012804549,959.8588652036851,10
2475,285.27237,292.46368,-76.46107,48.57469,55.289074,300.0146,1.7797312,48.567535,55.08287,318.21027,3.4439328,49.76654,55.21391,250.94566,-1.4925449,3.1942391,8.82227,25.70713,-8.293358,0.20180018,1.217615,2.5148654,-2.790436,-0.36194864,0.19294795,-0.023829062,-0.8235255,0.792669415473938,-1.5800762176513672,2475,30,200.0,0.0,200,200,-1.507803096708184,0.05330215639456155,-1.2598347846739149,-1.6013711862829576,-301.5606193416366,0.0,-301.5606193416366,-301.5606193416366,0.15616655,0.7170564,0.99676496,-0.9982292,1,-301.5606193416366,2148,17,25.25,15.105876340020794,41,1,8.538476685498308,99.13327611301563,999.8076568981738,-1.8208447795734837,215.59653630883233,452.80416078457154,999.8076568981738,-51.54403949812198,0.17319451,0.7260319,0.9836403,-0.989718,4,215.59653630883233,0.0013231179909780622,61.02392349601723,26.440456879965495,0.0014589960337616503,0.005953560990747064,1.4619259519968182,88.93504200299503,1048.7966574736638,11
2675,1412.0479,1459.4276,-80.88304,55.8759,69.56304,447.99023,12.42068,55.468575,69.03688,443.32443,6.0476246,58.088745,88.05264,999.81494,7.909923,2.4163058,6.7323723,22.414457,-10.909341,0.0268183,1.1836817,2.9092896,-2.9290953,-0.36610287,0.17461176,0.12706545,-0.98707926,0.7748939990997314,-1.932171106338501,2675,32,100.0,99.0,199,1,3.9390918465086115,70.63155632223352,999.788343323467,-1.651637625285045,393.9091846508611,605.8791586726059,999.788343323467,-211.96997402174472,0.15840359,0.7508636,0.99796754,-0.99963516,2,393.9091846508611,2386,22,47.6,76.36386580052113,200,4,7.269632475109295,91.39479481405051,999.8305655664689,-1.6356680348562989,346.03450581520235,545.7673563679034,1007.3520918833107,-245.09459995969274,0.16899076,0.74538547,0.9937145,-0.99786663,5,346.03450581520235,0.001200315949972719,70.31556833098875,35.34402249800041,0.00209823896875605,0.007239498954731971,1.8171749309985898,107.48730381386122,1156.2865059555043,12
2875,3573.206,3518.9644,-85.971695,63.938133,74.70187,373.2104,9.823391,63.34061,73.62649,376.03006,10.686666,63.82448,105.38031,999.80804,-1.8070875,2.8203573,5.427489,36.48103,-13.031946,-0.14811614,1.2138507,3.6453402,-5.1883955,-0.3656988,0.15275456,0.08409977,-1.0135522,0.7568753957748413,-1.998320460319519,2875,35,66.66666666666667,67.41579109443788,162,18,-1.339186468441022,0.798464668919944,9.824277392745913,-1.6206265275495373,-89.27909789606811,92.46336244509612,-22.294757510700624,-220.02883180146645,0.058449693,0.71904045,0.9993559,-0.9999726,3,-89.27909789606811,2625,25,79.66666666666667,85.08949536941809,200,19,-1.2857688248577004,1.4490664207419597,9.820786242045651,-1.7558442483194532,-102.43291638033004,132.1190592431608,7.89505535239533,-288.18776223679293,0.06270954,0.6224415,0.99897707,-0.99996215,3,-102.43291638033004,0.0012100880267098546,56.36958745197626,43.07633465901017,0.001619754999410361,0.007779642997775227,1.4660912220133469,100.92262281902367,1257.2117569225375,13
3075,410.7626,391.3755,-101.88772,76.43153,95.333786,402.84464,11.926555,75.43744,92.70388,395.3157,12.689734,74.99639,91.64505,402.84225,9.860949,4.0848455,3.938612,14.525438,-10.492737,-0.3638921,1.2388165,2.8060174,-2.965732,-0.3901805,0.15228534,0.048032206,-0.81324023,0.7407848238945007,-1.7736051082611084,3075,36,200.0,0.0,200,200,-1.5134325225949163,0.08036977746688577,-1.183213317360486,-1.62600048052203,-302.68650451898327,0.0,-302.68650451898327,-302.68650451898327,-0.07614264,0.7342566,0.9979679,-0.99892473,1,-302.68650451898327,2825,26,200.0,0.0,200,200,-1.5253377445679803,0.0641969713985153,-1.1736627900139345,-1.5534980736389907,-305.067548913596,0.0,-305.067548913596,-305.067548913596,-0.0920943,0.7285421,0.984332,-0.98970777,1,-305.067548913596,0.001214710995554924,37.50876422098372,25.870949721022043,0.001909226004499942,0.007177730032708496,1.8408787189982831,65.23089432803681,1322.4455924075446,14
3275,1790.8999,1781.1155,-134.79681,106.85405,117.574196,488.40555,14.994609,106.123405,116.5809,491.96625,13.684849,108.12681,126.081604,999.8266,15.009285,6.5163784,4.108645,14.996558,-9.100091,-0.39530644,1.3718929,2.5956836,-3.251844,-0.45473114,0.14787494,-0.101482674,-1.0068554,0.7288804650306702,-1.1012264490127563,3275,37,200.0,0.0,200,200,-1.5013988493739612,0.06760235547504703,-1.1513573414823768,-1.5680735308627267,-300.27976987479224,0.0,-300.27976987479224,-300.27976987479224,-0.1932159,0.81320107,0.9980671,-0.9996439,1,-300.27976987479224,3073,29,82.66666666666667,84.88947062046165,200,2,2.5296648560727304,63.455590826658586,999.8115657014442,-1.6749916999430812,209.11896143534577,566.8817445068067,998.6487178084299,-306.12181157549145,-0.20174447,0.81198466,0.98826444,-0.9963266,3,209.11896143534577,0.0012284870026633143,52.898246447963174,25.72950898302952,0.0020411930163390934,0.007203605026006699,1.7639217770192772,80.40215049305698,1402.8503871846478,15
3475,4090.3062,3997.76,-155.2528,121.61116,117.719955,452.1581,24.412256,120.772,116.6631,462.8658,23.560644,124.16885,135.55882,999.83167,-1.98768,7.7894692,3.9125507,16.656061,-4.0442066,-0.35817546,1.4329181,2.5196776,-2.5829465,-0.46096057,0.16373526,-0.10121976,-1.0042913,0.7219485640525818,-0.7200101613998413,3475,38,200.0,0.0,200,200,-1.3532900473834186,0.031802062367774976,-1.2147192882900282,-1.4109657215408573,-270.65800947668373,0.0,-270.65800947668373,-270.65800947668373,-0.22909339,0.80996335,0.9980254,-0.9993672,1,-270.65800947668373,3158,33,21.25,8.728545125048045,33,11,10.757675604980042,107.91857191506573,999.7280714275512,-1.5827538904741263,228.60060660582593,451.21497677675796,1009.975548446777,-43.49285999365472,-0.22195302,0.8051397,0.9850479,-0.99205685,4,228.60060660582593,0.001210865972097963,61.74603155400837,26.169082754990086,0.0014314510044641793,0.005901811004150659,1.525656056997832,89.449314493977,1492.3023396105855,16
3675,301.24936,370.82675,-200.9942,169.10101,170.96758,865.8507,23.690672,170.05269,174.49998,871.88635,26.698627,167.33081,166.79301,805.24695,-1.98768,9.538295,4.588733,21.796064,-3.7243156,-0.20004487,1.555476,2.4579926,-2.6096573,-0.49993625,0.13337502,-0.17043728,-0.9700046,0.717500627040863,-0.1532549411058426,3675,40,100.0,82.0,182,18,-1.4374632858877825,0.08469742501363853,-1.120873019291214,-1.8579842800751767,-143.74632858877828,119.2860751930016,-24.46025339577668,-263.03240378177986,-0.08313261,0.88468975,0.99660826,-0.99964595,2,-143.74632858877828,3262,39,17.333333333333332,7.6739096221475585,25,1,8.27189479187115,97.69976004333043,999.8148253323358,-1.9113799967641796,143.3795097257666,383.0327641698587,999.8148253323358,-36.4113629201767,-0.058174968,0.8835414,0.9797902,-0.99018997,6,143.3795097257666,0.0012968549854122102,76.99259713297943,34.040477961010765,0.0018287079874426126,0.007200114952865988,1.8004734810092486,112.84387425292516,1605.149332478526,17
3875,258.20404,273.30072,-218.62914,189.47339,174.72464,759.07715,34.22234,189.08588,174.59433,768.97974,36.22727,188.28638,171.71367,751.72754,-1.4826276,9.024843,4.549002,19.919605,-5.0181975,-0.10277698,1.5425649,2.8049126,-2.4378893,-0.50199795,0.11458064,-0.1978193,-0.8005778,0.713725745677948,-0.3288355767726898,3875,48,25.0,25.855366947695792,91,2,3.670481027130104,70.61820400767945,999.7979756951116,-1.9431082489791396,91.7620256782526,348.89191543378985,1009.621136310665,-135.04049379718825,-0.04772412,0.796869,0.99673903,-0.99875367,8,91.7620256782526,3504,52,18.615384615384617,7.322656742955245,32,2,2.798669710388861,64.22243203278748,999.7958554102123,-1.8477952218075941,52.09831307031573,273.3704030801496,998.6180429522992,-46.677202944838704,-0.029080713,0.79792935,0.9622887,-0.9776026,13,52.09831307031573,0.0012177169555798173,130.50137689098483,80.47462644201005,0.0017364349914714694,0.005798222031444311,1.5242080299649388,212.5089637369383,1817.6609302705037,18
4075,223.96463,238.1124,-242.68958,212.5972,188.9145,764.80035,36.43289,214.01923,190.37358,776.4304,40.343037,213.23361,188.33847,786.1723,40.23985,8.346192,4.3509216,20.284672,-2.5452409,-0.032456726,1.5176427,2.8274457,-2.3903778,-0.47157598,0.13461038,-0.13847907,-0.8237182,0.7096689343452454,-0.567061185836792,4075,49,200.0,0.0,200,200,-1.4335129472470973,0.05797941129219681,-1.1413709430475556,-1.5289882741025103,-286.7025894494195,0.0,-286.7025894494195,-286.7025894494195,-0.033984266,0.78490007,0.9967294,-0.99833494,1,-286.7025894494195,3719,57,43.0,43.09524335701099,129,17,-1.319224557725551,0.09295960925867287,-1.1462534064855743,-1.790078826797922,-56.72665598219868,57.13931562648044,-23.299659788923734,-170.82422526793184,-0.004855195,0.7832586,0.97615737,-0.9776345,5,-56.72665598219868,0.00119023397564888,70.99638732103631,28.231105913000647,0.0016146869747899473,0.00585154298460111,1.6543579759891145,100.89050767396111,1918.5540388643276,19
4275,1724.9381,1787.278,-280.61838,254.68654,204.42763,751.4127,43.606514,254.07619,205.14763,753.00256,45.54815,249.45097,203.36638,762.4281,-1.98768,8.930039,4.6746187,20.916754,-5.8376536,0.027377432,1.5358442,2.581259,-2.4820197,-0.4802993,0.1600351,-0.00050345436,-0.8841611,0.7048839330673218,-0.37411120533943176,4275,51,100.0,76.0,176,24,-1.4948600292153176,0.06649585360208812,-1.1879811724652336,-1.6632618321941408,-149.4860029215318,115.66548176290915,-33.82052115862264,-265.15148468444096,-0.016600613,0.79189974,0.9982644,-0.9989177,2,-149.4860029215318,3964,60,81.66666666666667,81.75301557469031,197,17,-1.3374538218655703,0.07072370605747273,-1.1471615094804783,-1.816826138748669,-109.22539545235487,107.66577912353445,-23.886184263936585,-261.10028602270637,-0.0074200877,0.7689772,0.97822255,-0.97957695,3,-109.22539545235487,0.0011451630271039903,57.44037310802378,36.27874878200237,0.00164695899002254,0.005845477979164571,1.7259659860283136,95.45372547605075,2014.0104814663646,20
4475,3447.0967,3574.007,-300.02588,273.6988,207.41913,754.8093,58.768288,274.42035,208.58438,758.3831,56.97734,264.33762,204.28793,744.67834,-1.8070875,8.58127,4.4032574,20.262844,-8.711319,0.12615104,1.5048554,2.5646598,-2.2153563,-0.46516496,0.16849163,0.026310943,-1.0272466,0.7008147835731506,-0.5043057203292847,4475,52,200.0,0.0,200,200,-1.4306522685152123,0.04857347055005677,-1.177742707724416,-1.5206422456689785,-286.13045370304235,0.0,-286.13045370304235,-286.13045370304235,0.038985305,0.7945285,0.99868953,-0.99824953,1,-286.13045370304235,4039,61,75.0,0.0,75,75,-1.4151661029229028,0.0630902586118972,-1.2100271341283766,-1.627783245229632,-106.13745771921774,0.0,-106.13745771921774,-106.13745771921774,0.052239597,0.80892676,0.9740164,-0.98015577,1,-106.13745771921774,0.0012197780306451023,41.21984632703243,28.578745000995696,0.0016911840066313744,0.007182986999396235,1.8435464260401204,71.65223170310492,2085.6653941614786,21
4675,1731.0146,1711.1255,-317.9983,294.2799,212.88788,755.67694,57.855106,293.93347,213.40097,759.16034,59.75449,297.3557,216.4015,999.7883,62.635986,9.616098,4.431251,20.70503,-2.0069537,0.19717392,1.5578501,2.4194736,-2.3359234,-0.49031186,0.15517358,-0.08079451,-0.9472216,0.6983073353767395,-0.13785158097743988,4675,53,200.0,0.0,200,200,-1.4437802403263844,0.05266738609289624,-1.1607117289254807,-1.5512748302572201,-288.75604806527684,0.0,-288.75604806527684,-288.75604806527684,0.059432138,0.8476472,0.9989838,-0.9989754,1,-288.75604806527684,4240,63,100.5,99.5,200,1,3.601014298514437,70.44239186842076,999.8068149679192,-1.3863524346039453,361.9019370007009,637.9048779672182,999.8068149679192,-276.0029409665174,0.063350305,0.8563925,0.97683805,-0.98093736,2,361.9019370007009,0.0011703979689627886,46.06015998899238,27.162508919020183,0.00156351801706478,0.005872196983546019,1.6500779410125688,74.88135296199471,2160.5492868074216,22
4875,240.03207,283.19168,-361.98798,338.91797,218.73383,756.24994,70.17008,338.0546,219.02531,760.71686,72.03699,336.4419,217.08035,773.57104,-1.7132546,9.810539,4.6858587,19.805916,-7.1864877,0.2434084,1.5639402,3.159168,-2.3160875,-0.50021654,0.14417282,-0.15451097,-0.9111685,0.6961457133293152,-0.06861581653356552,4875,55,100.0,99.0,199,1,3.614062258521074,70.61901529714027,999.8175432908464,-1.4753976913943605,361.4062258521073,638.4113174387392,999.8175432908464,-277.0050915866318,0.07678251,0.8340732,0.9979667,-0.99808,2,361.4062258521073,4455,65,107.5,92.5,200,15,-1.5022104792028197,0.06745964425757829,-1.18339463181828,-1.6532696716230504,-161.48762651430292,140.6621037643132,-20.8255227499897,-302.1497302786161,0.07567301,0.84245086,0.9787231,-0.98347527,2,-161.48762651430292,0.0012217260082252324,46.73105374100851,34.359108294011094,0.0019783310126513243,0.007218411017674953,1.8075385399861261,82.90811904304428,2243.460585781373,23
